name,min_value,max_value,Rsquared_mean,Rsquared_var
iso1,-0.112523595652894,2.14752314280853,43.2767441860465,16.3261174432141
iso2,0.949256800809606,1.16980922471781,42.7165149544863,13.7283022252154
iso3,-1.25691957302478,-0.248134313300094,42.3148148148148,15.5414516683867
iso4,-1.11535857666477,-0.757021031367314,42.334706959707,13.0292325223056
iso5,-1.05253304421931,1.08980119109019,42.4430379746835,11.7332529636327
iso6,0.388369820111701,0.693439455105871,39.1702127659574,9.5790934320074
iso7,-0.76080150052383,-0.309593044654833,42.9203539823009,9.60967130214918
