Indicators,iso1,iso2,iso3,iso4,iso5
EN.ATM.CO2E.EG.ZS,0.473571580423591,0.269345814869438,0.291184104429275,0.137963476229832,0.1627509970535
EN.ATM.CO2E.GF.ZS,0.426170873385857,0.124199537106564,0.361865272342513,0.0760235008230568,0.408321194011587
EN.ATM.CO2E.KD.GD,0.281578121315897,0.294677821732776,0.625563164920127,0.241954807119446,0.239187219096503
EN.ATM.CO2E.LF.ZS,0.413673596680304,0.285724561338775,0.347699555709308,0.103789115900199,0.26432136296932
EN.ATM.CO2E.PC,0.745731772173728,0.200884272263263,0.200134712284837,0.264039159465447,0.343330895090485
EN.ATM.CO2E.PP.GD,0.434697651132927,0.312167445174759,0.41465248442948,0.185735911490664,0.167232697917754
EN.ATM.CO2E.PP.GD.KD,0.443946007184039,0.268710681214892,0.468423965229335,0.177472280534484,0.240960699298696
EN.ATM.CO2E.SF.ZS,0.385458298162742,0.377860039669828,0.179818313999063,0.102081236910427,0.128785356714627
EN.ATM.GHGO.ZG,0.107311967694262,0.0837257345013908,0.0830547992868708,0.0949673404692895,0.07315463246287
EN.ATM.GHGT.ZG,0.362823413057144,0.268810228956463,0.181111457986019,0.152022076471049,0.0790530875776146
EN.ATM.METH.AG.ZS,0.319043332837802,0.246180608312546,0.30383167090248,0.15707289827278,0.22934674133442
EN.ATM.METH.EG.ZS,0.134818563635379,0.169322597344322,0.261347575588663,0.143286938990512,0.315984788481169
EN.ATM.METH.ZG,0.245552446831138,0.360194874294752,0.135520434325403,0.160178588451962,0.177247774077119
EN.ATM.NOXE.AG.ZS,0.397374461169499,0.10450843426082,0.101829388837027,0.24019577375533,0.145123756076106
EN.ATM.NOXE.EG.ZS,0.176119699854415,0.163451058558594,0.0807465508552547,0.273713203355715,0.145232004117025
EN.ATM.NOXE.ZG,0.292947016581528,0.374408202338541,0.150748803907392,0.0944503225502237,0.146147845185542
EN.ATM.PM25.MC.M3,0.510398879973062,0.179245081732927,0.356899508052669,0.238923283240007,0.298539785809482
EN.ATM.PM25.MC.T1.ZS,0.423769961672069,0.144847247630491,0.31190027520829,0.254122361996543,0.28836738200757
EN.ATM.PM25.MC.T2.ZS,0.519116244631049,0.178329971309742,0.313733137979661,0.204221069673722,0.202073567879679
EN.ATM.PM25.MC.T3.ZS,0.513250418981411,0.178418004276016,0.345674057457533,0.129159317062899,0.12092173101814
EN.ATM.PM25.MC.ZS,0.44278245346536,0.109342533565217,0.268946722797599,0.214802833989963,0.129411748475217
EN.CO2.BLDG.ZS,0.180280726338314,0.172625515410391,0.112301527910878,0.158335692772964,0.225919647390673
EN.CO2.ETOT.ZS,0.427177469473159,0.193331124205377,0.330547363409504,0.200552158251082,0.223078906721808
EN.CO2.MANF.ZS,0.14930744012539,0.0804092337978732,0.0870496819532861,0.142476858132749,0.156874298404631
EN.CO2.OTHX.ZS,0.199569767462305,0.185734972287415,0.125074089274835,0.125843057390731,0.114881182555822
EN.CO2.TRAN.ZS,0.425978853188153,0.243346460976083,0.429659253280857,0.20697978611414,0.256343429975927
EN.POP.DNST,0.180513751475908,0.175587121011445,0.118690405423209,0.141423084189782,0.17362733463155
EN.URB.LCTY.UR.ZS,0.301529928781613,0.0971710380354846,0.128981218593496,0.116540281412113,0.159831311623101
EN.URB.MCTY.TL.ZS,0.400029680784841,0.430557694161367,0.10954638664269,0.180198697399819,0.187887828948737
ER.GDP.FWTL.M3.KD,0.407256646251291,0.202100887326291,0.204167847161343,0.358427092290987,0.117146294051498
ER.H2O.FWAG.ZS,0.472094600106851,0.23774135294797,0.13573946731505,0.278265356039416,0.120162737244566
ER.H2O.FWDM.ZS,0.187002470918153,0.113891964890757,0.15589189687622,0.311403463275609,0.129160254781779
ER.H2O.FWIN.ZS,0.540632408277064,0.375274187877761,0.117553667290487,0.129283558897234,0.099064489110127
ER.H2O.FWST.ZS,0.209786014383618,0.278536358782291,0.374477767931433,0.16394343143449,0.380165021160973
ER.H2O.FWTL.ZS,0.144124637725653,0.23291896404882,0.349646044968268,0.091858994778879,0.264626927072939
ER.H2O.INTR.PC,0.116336490365947,0.19010527954837,0.301628365586171,0.215456015638937,0.119159252517097
ER.LND.PTLD.ZS,0.228640606831414,0.132571100329214,0.346495324071475,0.0879522457972571,0.168996595863978
ER.MRN.PTMR.ZS,0.48966233593511,0.137726967856232,0.207359561701067,0.148049414425733,0.171379511770836
ER.PTD.TOTL.ZS,0.245507872662603,0.27248069669513,0.224213763463594,0.0952176012809196,0.199708144310064
FB.AST.NPER.ZS,0.298296701950153,0.217174127148747,0.362250842605402,0.200814588658164,0.18793831181511
FB.ATM.TOTL.P5,0.772459354736562,0.167761939678123,0.20266067304875,0.175172159634433,0.121231725618539
FB.BNK.CAPA.ZS,0.374608494899165,0.190314440594509,0.283993631437411,0.293732800421563,0.102349608928787
FB.CBK.BRCH.P5,0.683972414543473,0.197928935415785,0.0942091254539274,0.121724152373638,0.214663265820183
FD.AST.PRVT.GD.ZS,0.692292973320135,0.221077237210131,0.281763320780368,0.227277077448851,0.162098466597209
FD.RES.LIQU.AS.ZS,0.244144351546436,0.123097144863418,0.117065238700506,0.198729273284494,0.152938151568338
FI.RES.TOTL.DT.ZS,0.192382689068288,0.121244081547173,0.113135326673855,0.178836732611781,0.167620525332585
FI.RES.TOTL.MO,0.184963379737299,0.123577658992751,0.167630373226337,0.15547643653655,0.204702597743519
FM.AST.CGOV.ZG.M3,0.191209009868263,0.0838028290882511,0.0721960826247106,0.0857911912179873,0.0553804583015748
FM.AST.DOMO.ZG.M3,0.0788017153148985,0.15261077884186,0.146147644187433,0.10556927901684,0.100463320670485
FM.AST.PRVT.GD.ZS,0.690450485874151,0.21983433857053,0.282219960094986,0.22568869520561,0.160509693481002
FM.AST.PRVT.ZG.M3,0.0631212511577845,0.137297423037059,0.1058347632928,0.15125016229617,0.0739857956145111
FM.LBL.BMNY.GD.ZS,0.568038995631116,0.291262863170178,0.169507115719121,0.167626326984627,0.21057442138082
FM.LBL.BMNY.IR.ZS,0.223307808300674,0.18639227103401,0.197177297321384,0.187725467560714,0.083019059226753
FM.LBL.BMNY.ZG,0.196382737929762,0.174766103998259,0.110383526479497,0.0919316527201229,0.0920685929051494
FP.CPI.TOTL,0.203768121313685,0.113925986457705,0.113136242188538,0.125619438997735,0.062306129180601
FP.CPI.TOTL.ZG,0.168224590524378,0.0962319072774702,0.105375793497578,0.0877572824825128,0.0709631807056494
FR.INR.DPST,0.240440642090427,0.141236925368938,0.123530591962295,0.164775275381193,0.110061591259129
FR.INR.LEND,0.401402090552036,0.173358901406628,0.118258749389844,0.277646251795397,0.227418541172345
FR.INR.LNDP,0.36279178955497,0.122241617153771,0.1372521801027,0.236629351313726,0.274368572295435
FR.INR.RINR,0.245665797336799,0.0860889034895143,0.125372081969697,0.207398017560408,0.186981795455422
FS.AST.CGOV.GD.ZS,0.132990381181181,0.160529146071381,0.0742727029111393,0.0974814403265638,0.142872543432969
FS.AST.PRVT.GD.ZS,0.70261556985363,0.21361830853183,0.283705723935015,0.228970329870234,0.157506093826259
GC.LBL.TOTL.GD.ZS,0.0794876369215162,0.0693529075838995,0.0715839287831588,0.128651322726013,0.0925411377314246
GC.NFN.TOTL.GD.ZS,0.444207092613644,0.127693101867273,0.173386797411132,0.13927501229303,0.0988780570282267
GC.NLD.TOTL.GD.ZS,0.0659302243191613,0.0651438089072888,0.121335042576036,0.150788203030005,0.188225237410981
GC.REV.GOTR.ZS,0.484093651149291,0.144759208746622,0.169059015321836,0.16406680715896,0.223509055376741
GC.REV.SOCL.ZS,0.704256487735886,0.387785324432859,0.146792701050737,0.13340612543424,0.167027320403789
GC.REV.XGRT.GD.ZS,0.632692873431745,0.244659019990121,0.162122208770007,0.345104750322079,0.231730456321059
GC.TAX.EXPT.ZS,0.196214814118093,0.152527652910589,0.0960053090927783,0.123800439568493,0.118746974974582
GC.TAX.GSRV.RV.ZS,0.18812193164501,0.202044354433253,0.142266016769724,0.300151582361851,0.227387323310376
GC.TAX.GSRV.VA.ZS,0.409061198919928,0.326283182625218,0.192879464858787,0.154402801882071,0.31189294286827
GC.TAX.IMPT.ZS,0.652879047287189,0.212744669764733,0.18487070287142,0.232865359533576,0.119476462587415
GC.TAX.INTT.RV.ZS,0.613980968099198,0.186485826699288,0.167156825629575,0.242745218213815,0.165331333081047
GC.TAX.OTHR.RV.ZS,0.118710693801855,0.228428275660107,0.175689369306195,0.0991937867432932,0.0868404277780707
GC.TAX.TOTL.GD.ZS,0.474696006402916,0.15513738286168,0.182462592290025,0.328696660789254,0.330837206945444
GC.TAX.YPKG.RV.ZS,0.130574733323583,0.289154454395264,0.409866746702798,0.184827761556611,0.138331190622091
GC.TAX.YPKG.ZS,0.243067205900505,0.257055557670983,0.38103614095393,0.301182336235425,0.176263046096632
GC.XPN.COMP.ZS,0.573079673510834,0.391503842367959,0.195848494198151,0.174611534431633,0.215572965547115
GC.XPN.GSRV.ZS,0.542397753306569,0.127230919421723,0.12402069961321,0.21401554126325,0.132978763463518
GC.XPN.INTP.RV.ZS,0.210230452977825,0.320521210359741,0.130354347444336,0.184207196852146,0.140393557515443
GC.XPN.INTP.ZS,0.25579173175691,0.319745538562135,0.144514665347445,0.187264088901785,0.129663763285563
GC.XPN.OTHR.ZS,0.213728852497195,0.0649697290171195,0.125190920305719,0.0926596775309269,0.118512433464143
GC.XPN.TOTL.GD.ZS,0.638854254058364,0.241387252584086,0.167495272812871,0.333653340284189,0.273608390233553
GC.XPN.TRFT.ZS,0.572437112483148,0.308065565613065,0.192371838421728,0.189993842556703,0.147341149952781
GF.XPD.BUDG.ZS,0.247300742880312,0.0864919292258782,0.0845064830761429,0.142808848556894,0.101883286394142
IC.BUS.DFRN.XQ,0.781524723829184,0.269158288663502,0.19889703538193,0.228788819122807,0.162960952218584
IC.BUS.DISC.XQ,0.219548192392814,0.160848335493577,0.125883439971605,0.183009261125756,0.24899479748516
IC.BUS.NDNS.ZS,0.545794717336864,0.131807345316248,0.200051798736651,0.185301697260098,0.193123278064101
IC.CRD.INFO.XQ,0.532413937931089,0.130162311609173,0.110087986832099,0.286281470290896,0.129757212482004
IC.CRD.PRVT.ZS,0.523226569800993,0.102943345490777,0.214136822192891,0.143629447210918,0.0709715728558731
IC.CRD.PUBL.ZS,0.284071087607413,0.119693685066409,0.105578961359989,0.199270229047777,0.12656970289201
IC.ELC.TIME,0.204369858803094,0.307505773429289,0.153538780915002,0.100516190508264,0.148339047690568
IC.EXP.CSBC.CD,0.457536568474978,0.383241691695132,0.119700464444076,0.12728974933784,0.165014866887587
IC.EXP.CSDC.CD,0.490689702183799,0.221197844331258,0.168282015990406,0.110705131791134,0.121682929375066
IC.EXP.TMBC,0.617769571190345,0.261478629763416,0.156023719884909,0.131963480616177,0.123745774752272
IC.EXP.TMDC,0.629949971474433,0.199817219691484,0.143997544299077,0.139369519603372,0.161306894360766
IC.IMP.CSBC.CD,0.555135201673622,0.387308589714673,0.157150781114432,0.166506768750763,0.15444639251369
IC.IMP.CSDC.CD,0.569230572408667,0.193548206436692,0.148886436275036,0.191463462788437,0.195432225690513
IC.IMP.TMBC,0.656012398054497,0.279119141857548,0.139122839401258,0.188925806431338,0.151300651351689
IC.IMP.TMDC,0.619573677946893,0.199847022062907,0.140718678503463,0.144605498223033,0.217304787542523
IC.ISV.DURS,0.372959038573056,0.159053999670913,0.185330141975585,0.246826694171779,0.143436278601571
IC.LGL.CRED.XQ,0.199565129444952,0.341191075067657,0.210394878599446,0.163386650896938,0.132921038971553
IC.LGL.DURS,0.17842510156084,0.212434546596718,0.14079715439688,0.0849717144028616,0.182498747419891
IC.PRP.DURS,0.346026620042922,0.0951278456581317,0.125032096120129,0.129146265728872,0.123213099887876
IC.PRP.PROC,0.211250169070728,0.137559407523686,0.0954247787254774,0.199526516861031,0.128307176958875
IC.REG.COST.PC.FE.ZS,0.639270786579726,0.125487405942594,0.154946935791354,0.136389619729284,0.132639428806713
IC.REG.COST.PC.MA.ZS,0.639213053683998,0.12547227165037,0.154910643865082,0.136399238673279,0.132620787178537
IC.REG.COST.PC.ZS,0.639247358151716,0.125480204939769,0.154931274773503,0.136393283459395,0.132629634183408
IC.REG.DURS,0.310246843506999,0.0781862132386103,0.105763091157947,0.114468510158475,0.125554465221971
IC.REG.DURS.FE,0.310713915430878,0.0794761452659093,0.105797366690458,0.11307677910768,0.12414225614431
IC.REG.DURS.MA,0.309604099188052,0.077294971846322,0.105975386100106,0.115560315986721,0.126380824299951
IC.REG.PROC,0.353815380048543,0.117624466186998,0.126955908570188,0.15355507628377,0.107714490394504
IC.REG.PROC.FE,0.353651495661527,0.13548440843552,0.144927507453366,0.140080951638984,0.12250717666058
IC.REG.PROC.MA,0.345893670969645,0.116029788469349,0.127745479078469,0.163392117767451,0.111205130456891
IC.TAX.DURS,0.291620533340346,0.14250350442374,0.133886750909767,0.250316074247963,0.158406354631618
IC.TAX.LABR.CP.ZS,0.309418948992876,0.233998371673257,0.228829004743384,0.0857145947606452,0.178021062653741
IC.TAX.OTHR.CP.ZS,0.318358073991249,0.111369701464615,0.0883985978724583,0.0741376677755978,0.1122202128212
IC.TAX.PAYM,0.569372006209543,0.13165326365003,0.132423161129911,0.142822976667844,0.165452756319385
IC.TAX.PRFT.CP.ZS,0.211090705976246,0.163059917314491,0.323046671212655,0.107123080810119,0.150564868922931
IC.TAX.TOTL.CP.ZS,0.228508194324693,0.0981577732984772,0.11245893722961,0.117405590205985,0.188069421633434
IC.WRH.DURS,0.0963701364210958,0.123324501345807,0.113110396555306,0.139437519301984,0.117049102807234
IC.WRH.PROC,0.201148471806945,0.16858941575824,0.27776243251966,0.313209533263736,0.113451573360721
IQ.SCI.MTHD,0.59604917416367,0.211650558545736,0.237923233991326,0.434124816167683,0.0999681144027878
IQ.SCI.OVRL,0.520928313429446,0.226211475058463,0.188881734461391,0.483806889778413,0.120694212279099
IQ.SCI.PRDC,0.120989836142137,0.173779669583976,0.123647944472022,0.353605448131385,0.151834739913447
IQ.SCI.SRCE,0.424557851772369,0.219075809386623,0.14018443864123,0.400838000567306,0.0743595830680938
IQ.SPI.OVRL,0.718108611083941,0.281095243495584,0.240263266773518,0.194488011868137,0.142470599762013
IQ.SPI.PIL1,0.33547553463402,0.12671797753179,0.0804244267296758,0.0980403716495226,0.110991621603138
IQ.SPI.PIL2,0.5049928911903,0.209119617934164,0.2446411426707,0.110656371387876,0.115538758705279
IQ.SPI.PIL3,0.15693866745703,0.121803887857281,0.149352236768676,0.377903847272223,0.176541589117779
IQ.SPI.PIL4,0.772414249576951,0.190243146664188,0.192505942136433,0.208929944686333,0.123062096104951
IQ.SPI.PIL5,0.777412249653205,0.310067173938472,0.219389701891252,0.186094219456557,0.134720935232018
IS.SHP.GCNW.XQ,0.435171516608589,0.163947942050262,0.211918197933094,0.169389740050633,0.259013255342162
IT.CEL.SETS.P2,0.458566686311143,0.108232309914477,0.0581395905596247,0.0639358304964534,0.0700773313388423
IT.MLT.MAIN.P2,0.862851978578588,0.203482699663851,0.249452134889037,0.275730648286708,0.115255559602044
IT.NET.BBND.P2,0.740083780991658,0.159909091503564,0.221237071296902,0.239906695609134,0.0778879108823969
IT.NET.SECR.P6,0.480636000994991,0.118625577956581,0.218988788607312,0.164426318092506,0.109983375658831
IT.NET.USER.ZS,0.612531298383988,0.124483613851623,0.115939042289238,0.131545600675387,0.0921714032291058
MS.MIL.TOTL.TF.ZS,0.242106563463269,0.210578522109649,0.414277966102426,0.142442954246703,0.169476096426608
MS.MIL.XPND.CD,0.317392686867164,0.127478115936714,0.177934771251865,0.156648786468285,0.220453751470929
MS.MIL.XPND.GD.ZS,0.153417877213183,0.232870018444225,0.333267577515585,0.171368530545646,0.269835005944208
MS.MIL.XPND.ZS,0.305815666670264,0.175773216709831,0.290738995801904,0.135200945765978,0.320469238425443
NE.CON.GOVT.KD.ZG,0.309783071395535,0.0926656481421025,0.0698620148288274,0.0835621846776988,0.0978736204581367
NE.CON.GOVT.ZS,0.454479812133632,0.142268048240399,0.116213092663186,0.272833301451094,0.220496027371362
NE.CON.PRVT.KD.ZG,0.186585481549075,0.105671776584129,0.121468132544721,0.125432770080773,0.117136108595856
NE.CON.PRVT.PC.KD,0.784005695553938,0.220136743369052,0.412077644031056,0.398185584749989,0.154297620245823
NE.CON.PRVT.PC.KD.ZG,0.127094276005066,0.188269409633331,0.168231281107208,0.151585208557192,0.0765003087610124
NE.CON.PRVT.ZS,0.475167490642716,0.167063147525898,0.12873308056626,0.244574324274127,0.358852086851504
NE.CON.TOTL.KD.ZG,0.222345253561101,0.0964947351839061,0.100657711738082,0.131504842693857,0.131885631476495
NE.CON.TOTL.ZS,0.364391455840017,0.181458172899926,0.124527347872943,0.152033796013416,0.442991352017616
NE.DAB.DEFL.ZS,0.165650515181177,0.08809282535614,0.105351169230518,0.100997043887347,0.0648176385695073
NE.DAB.TOTL.ZS,0.342408942212218,0.208277498922322,0.162129449898002,0.172335301085525,0.371900681868957
NE.EXP.GNFS.KD.ZG,0.175341424985755,0.152044958788512,0.0769639187752189,0.0987404795584579,0.0701331023367818
NE.EXP.GNFS.ZS,0.372338219031871,0.0993812536173358,0.102770472918229,0.116407475458287,0.176247550394479
NE.GDI.FTOT.KD.ZG,0.161516004679891,0.0802954035183408,0.0809245485393903,0.0905282990780271,0.0924688974023805
NE.GDI.FTOT.ZS,0.242865235048784,0.0517827381980597,0.0920768654611474,0.0883104258461914,0.177334460106048
NE.GDI.TOTL.KD.ZG,0.147321161071585,0.0888381360092838,0.0769705711596124,0.0805937589085423,0.0910052710139942
NE.GDI.TOTL.ZS,0.244810510048385,0.066855340902768,0.1332295545498,0.0901326131123632,0.175294339914122
NE.IMP.GNFS.KD.ZG,0.153638179835493,0.117537728790267,0.0815105405894822,0.0804507012654941,0.0823078989676233
NE.IMP.GNFS.ZS,0.231307353202348,0.134081106449481,0.126203849037938,0.116313386992129,0.193665929817171
NE.RSB.GNFS.ZS,0.350354103768112,0.185999220473714,0.158819024776014,0.184147042803827,0.382357127893794
NE.TRD.GNFS.ZS,0.318568920156578,0.106956958395825,0.129111265155767,0.0884531800744089,0.14630645939502
NV.AGR.EMPL.KD,0.651157642181453,0.231843557724732,0.302634576629754,0.304434828123118,0.133886879243273
NV.AGR.TOTL.KD.ZG,0.14109590694581,0.0599460861975744,0.0980813387466821,0.0779636735182672,0.114772769321869
NV.AGR.TOTL.ZS,0.770269842662479,0.299201781712034,0.13606942070133,0.189540726056243,0.203134588644125
NV.IND.EMPL.KD,0.601137006590841,0.257675342290713,0.264478964962663,0.397581388226987,0.25317919040661
NV.IND.MANF.KD.ZG,0.102911247737574,0.127952751450065,0.0863810281653206,0.0798985339101671,0.167985066603746
NV.IND.MANF.ZS,0.284322733219124,0.127129000429678,0.0868517389458693,0.167706516315792,0.224891184902624
NV.IND.TOTL.KD.ZG,0.170506654363077,0.138365187424238,0.0618406193947503,0.109865043818709,0.134168654438606
NV.IND.TOTL.ZS,0.232028585465128,0.179850153383118,0.220449449758705,0.150683669275862,0.40468170417497
NV.MNF.CHEM.ZS.UN,0.136916343476016,0.322332959633783,0.135556413617473,0.226867197016159,0.22344659375509
NV.MNF.FBTO.ZS.UN,0.53081919151457,0.120193781125375,0.125014576181185,0.323488292788606,0.373963614426275
NV.MNF.MTRN.ZS.UN,0.601528958470258,0.23530337183311,0.339592400184262,0.28582057332679,0.210656316064881
NV.MNF.OTHR.ZS.UN,0.268319471511815,0.106314315654227,0.19949531327541,0.195016688375272,0.139113753646915
NV.MNF.TECH.ZS.UN,0.574773515172728,0.119918439962142,0.210484927966792,0.201171208855821,0.240072101860012
NV.MNF.TXTL.ZS.UN,0.332759391701392,0.133075304603899,0.239189843683968,0.330271726340475,0.125997549549311
NV.SRV.EMPL.KD,0.773126119608411,0.230973103314791,0.355619858195248,0.380752545362452,0.177433332275042
NV.SRV.TOTL.KD.ZG,0.234529652085306,0.0952713251349784,0.0905007742290046,0.1229721174472,0.171176924414697
NV.SRV.TOTL.ZS,0.594359850220637,0.261741303738396,0.227275345011676,0.155359887587541,0.332562534708985
NY.ADJ.AEDU.GN.ZS,0.385853708667725,0.107179544021974,0.101068838420778,0.113085720166564,0.229427926476142
