yhat,key,value,indiacator,Importance,RMSE,Rsquared,MAE
93.0019513998276,iso1,-2.27888365236178,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
93.6199155783042,iso1,-2.19035551645837,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
93.4030719035711,iso1,-2.10182738055497,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
93.7604886067219,iso1,-2.01329924465156,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
98.0758999311007,iso1,-1.92477110874816,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
98.5105405049446,iso1,-1.83624297284475,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
98.3507433597858,iso1,-1.74771483694134,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
101.123956356293,iso1,-1.65918670103794,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
101.102756728881,iso1,-1.57065856513453,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
103.735117342533,iso1,-1.48213042923112,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
103.312286276695,iso1,-1.39360229332772,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
103.228755359161,iso1,-1.30507415742431,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
100.297425381343,iso1,-1.21654602152091,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
100.251869660157,iso1,-1.1280178856175,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
102.995706755076,iso1,-1.03948974971409,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
103.434701984357,iso1,-0.950961613810687,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
104.551626277581,iso1,-0.862433477907281,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
104.597052744107,iso1,-0.773905342003875,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
105.392354745131,iso1,-0.685377206100468,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
106.59449596405,iso1,-0.596849070197062,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
106.57249729939,iso1,-0.508320934293656,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
106.543050550803,iso1,-0.41979279839025,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
106.779662594428,iso1,-0.331264662486844,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
106.779662594428,iso1,-0.242736526583438,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
106.668180918082,iso1,-0.154208390680031,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
106.668180918082,iso1,-0.0656802547766251,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
106.361479923053,iso1,0.0228478811267814,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
104.699639633374,iso1,0.111376017030187,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
104.699639633374,iso1,0.199904152933593,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
104.030880365616,iso1,0.288432288837,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
104.031706934709,iso1,0.376960424740406,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
104.031706934709,iso1,0.465488560643812,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
102.716657208174,iso1,0.554016696547218,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
102.351714254037,iso1,0.642544832450624,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
101.862594509125,iso1,0.731072968354031,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
101.809382306612,iso1,0.819601104257437,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
101.809382306612,iso1,0.908129240160843,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
101.809382306612,iso1,0.996657376064249,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
101.809382306612,iso1,1.08518551196766,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
101.809382306612,iso1,1.17371364787106,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
101.83901233184,iso1,1.26224178377447,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
101.83901233184,iso1,1.35076991967787,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
101.83901233184,iso1,1.43929805558128,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
101.83901233184,iso1,1.52782619148469,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
101.83901233184,iso1,1.61635432738809,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
101.83901233184,iso1,1.7048824632915,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
101.83901233184,iso1,1.79341059919491,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
101.83901233184,iso1,1.88193873509831,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
101.927442655808,iso1,1.97046687100172,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
101.927442655808,iso1,2.05899500690512,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
101.927442655808,iso1,2.14752314280853,SE.PRM.ENRR.MA,100,10.1894580809867,0.518753507866993,6.81383955539802
106.375758808087,iso2,-1.01354409490607,SE.PRM.ENRR.MA,0.97837587052066,10.1894580809867,0.518753507866993,6.81383955539802
106.375758808087,iso2,-0.963608861289546,SE.PRM.ENRR.MA,0.97837587052066,10.1894580809867,0.518753507866993,6.81383955539802
106.399833438335,iso2,-0.913673627673021,SE.PRM.ENRR.MA,0.97837587052066,10.1894580809867,0.518753507866993,6.81383955539802
103.666152995672,iso2,-0.863738394056497,SE.PRM.ENRR.MA,0.97837587052066,10.1894580809867,0.518753507866993,6.81383955539802
103.667435509119,iso2,-0.813803160439973,SE.PRM.ENRR.MA,0.97837587052066,10.1894580809867,0.518753507866993,6.81383955539802
103.667435509119,iso2,-0.763867926823449,SE.PRM.ENRR.MA,0.97837587052066,10.1894580809867,0.518753507866993,6.81383955539802
103.627214208016,iso2,-0.713932693206925,SE.PRM.ENRR.MA,0.97837587052066,10.1894580809867,0.518753507866993,6.81383955539802
103.652881254294,iso2,-0.663997459590401,SE.PRM.ENRR.MA,0.97837587052066,10.1894580809867,0.518753507866993,6.81383955539802
103.652881254294,iso2,-0.614062225973876,SE.PRM.ENRR.MA,0.97837587052066,10.1894580809867,0.518753507866993,6.81383955539802
103.600726133738,iso2,-0.564126992357352,SE.PRM.ENRR.MA,0.97837587052066,10.1894580809867,0.518753507866993,6.81383955539802
103.600726133738,iso2,-0.514191758740828,SE.PRM.ENRR.MA,0.97837587052066,10.1894580809867,0.518753507866993,6.81383955539802
102.97266093034,iso2,-0.464256525124304,SE.PRM.ENRR.MA,0.97837587052066,10.1894580809867,0.518753507866993,6.81383955539802
102.628336204627,iso2,-0.41432129150778,SE.PRM.ENRR.MA,0.97837587052066,10.1894580809867,0.518753507866993,6.81383955539802
