"","Country Code","Short Name","pscore_mean","P_mort_2020","P_mort_2021"
"4175","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4176","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4177","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4178","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4179","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4180","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4181","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4182","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4183","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4184","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4185","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4186","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4187","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4188","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4189","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4190","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4191","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4192","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4193","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4194","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4195","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4196","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4197","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4198","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4199","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4200","TON","Tonga",-2.9,-3.65079365079365,-2.22222222222222
"4201","TTO","Trinidad and Tobago",10.9,0.981438020055473,20.8395963066352
"4202","TTO","Trinidad and Tobago",10.9,0.981438020055473,20.8395963066352
"4203","TTO","Trinidad and Tobago",10.9,0.981438020055473,20.8395963066352
"4204","TTO","Trinidad and Tobago",10.9,0.981438020055473,20.8395963066352
"4205","TTO","Trinidad and Tobago",10.9,0.981438020055473,20.8395963066352
"4206","TTO","Trinidad and Tobago",10.9,0.981438020055473,20.8395963066352
"4207","TTO","Trinidad and Tobago",10.9,0.981438020055473,20.8395963066352
"4208","TTO","Trinidad and Tobago",10.9,0.981438020055473,20.8395963066352
"4209","TTO","Trinidad and Tobago",10.9,0.981438020055473,20.8395963066352
"4210","TTO","Trinidad and Tobago",10.9,0.981438020055473,20.8395963066352
"4211","TTO","Trinidad and Tobago",10.9,0.981438020055473,20.8395963066352
"4212","TTO","Trinidad and Tobago",10.9,0.981438020055473,20.8395963066352
"4213","TTO","Trinidad and Tobago",10.9,0.981438020055473,20.8395963066352
"4214","TTO","Trinidad and Tobago",10.9,0.981438020055473,20.8395963066352
"4215","TTO","Trinidad and Tobago",10.9,0.981438020055473,20.8395963066352
"4216","TTO","Trinidad and Tobago",10.9,0.981438020055473,20.8395963066352
"4217","TTO","Trinidad and Tobago",10.9,0.981438020055473,20.8395963066352
