identifier,identifier_CountryYear,iso1,iso2,iso3,iso4,iso5,iso6,iso7,country,Country Code,year.x,month.x,type,expected.mean,acm.mean,excess.mean,cumul.excess.mean,cumul.excess.low,cumul.excess.high,p_value_mort,date,iso_code,location,stringency_index,weekly_hosp_admissions,weekly_icu_admissions,new_cases_smoothed_per_million,new_people_vaccinated_smoothed_per_hundred,new_cases_per_million,tests_per_case,people_fully_vaccinated_per_hundred,new_tests_per_thousand,weekly_icu_admissions_per_million,weekly_hosp_admissions_per_million,year.y,month.y,continent,population,median_age,aged_65_older,aged_70_older,human_development_index,gdp_per_capita,extreme_poverty,female_smokers,male_smokers,handwashing_facilities,life_expectancy,population_density,diabetes_prevalence,cardiovasc_death_rate,meanTemp
AFG_2021_6,AFG_2021,-1.37705098142529,-0.504689300744202,-0.169231133330511,0.960667490915206,0.174358102237584,0.618437875522379,0.442766332711662,Afghanistan,AFG,2021,6,Predicted,19878,25401,5523,30239,4760,56464,27.7844853607003,2021-06-01,AFG,Afghanistan,44.417,0,0,36.4920333333333,0.422,1138.402,0,2.88,0,0,0,2021,6,Asia,41128772,18.6,2.581,1.337,0.511,1803.987,,,,37.746,64.83,54.422,9.59,597.029,24.95
AFG_2021_7,AFG_2021,-1.37705098142529,-0.504689300744202,-0.169231133330511,0.960667490915206,0.174358102237584,0.618437875522379,0.442766332711662,Afghanistan,AFG,2021,7,Predicted,19605,25065,5460,35699,9193,63408,27.8500382555471,2021-07-01,AFG,Afghanistan,53.7341935483871,0,0,24.4653548387097,0.255,692.822,0,1.47,0,0,0,2021,7,Asia,41128772,18.6,2.581,1.337,0.511,1803.987,,,,37.746,64.83,54.422,9.59,597.029,26.8
AFG_2021_8,AFG_2021,-1.37705098142529,-0.504689300744202,-0.169231133330511,0.960667490915206,0.174358102237584,0.618437875522379,0.442766332711662,Afghanistan,AFG,2021,8,Predicted,19761,22762,3001,38700,11703,67168,15.1864784170842,2021-08-01,AFG,Afghanistan,35.5703225806452,0,0,5.88487096774194,0.052,147.486,0,1.05,0,0,0,2021,8,Asia,41128772,18.6,2.581,1.337,0.511,1803.987,,,,37.746,64.83,54.422,9.59,597.029,24.81
AFG_2021_9,AFG_2021,-1.37705098142529,-0.504689300744202,-0.169231133330511,0.960667490915206,0.174358102237584,0.618437875522379,0.442766332711662,Afghanistan,AFG,2021,9,Predicted,20554,21820,1266,39966,11950,69171,6.15938503454315,2021-09-01,AFG,Afghanistan,27.3483333333333,0,0,1.6713,0.135,47.51,0,0,0,0,0,2021,9,Asia,41128772,18.6,2.581,1.337,0.511,1803.987,,,,37.746,64.83,54.422,9.59,597.029,20.73
AGO_2020_10,AGO_2020,-1.19179960407359,0.138088680668327,0.278957735789607,0.457152716775889,-0.203337517512468,-0.346800210299576,0.468238747815103,Angola,AGO,2020,10,Predicted,18900,19817,917,3127,-12041,18793,4.85185185185185,2020-10-01,AGO,Angola,70.1632258064516,0,0,4.85232258064516,0,163.897,0,0,0,0,0,2020,10,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,23.24
AGO_2020_11,AGO_2020,-1.19179960407359,0.138088680668327,0.278957735789607,0.457152716775889,-0.203337517512468,-0.346800210299576,0.468238747815103,Angola,AGO,2020,11,Predicted,18964,19934,970,4097,-11487,20025,5.11495465091753,2020-11-01,AGO,Angola,59.217,0,0,4.5784,0,121.78,0,0,0,0,0,2020,11,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,22.79
AGO_2020_12,AGO_2020,-1.19179960407359,0.138088680668327,0.278957735789607,0.457152716775889,-0.203337517512468,-0.346800210299576,0.468238747815103,Angola,AGO,2020,12,Predicted,18976,20218,1242,5339,-11074,23141,6.54510961214165,2020-12-01,AGO,Angola,65.2025806451613,0,0,2.11332258064516,0,67.83,0,0,0,0,0,2020,12,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,22.67
AGO_2020_3,AGO_2020,-1.19179960407359,0.138088680668327,0.278957735789607,0.457152716775889,-0.203337517512468,-0.346800210299576,0.468238747815103,Angola,AGO,2020,3,Predicted,18951,19921,970,3175,-5488,12645,5.11846340562503,2020-03-01,AGO,Angola,49.8441666666667,0,0,0.0148571428571429,0,0.196,0,0,0,0,0,2020,3,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,22.93
AGO_2020_4,AGO_2020,-1.19179960407359,0.138088680668327,0.278957735789607,0.457152716775889,-0.203337517512468,-0.346800210299576,0.468238747815103,Angola,AGO,2020,4,Predicted,18996,17739,-1257,1918,-7387,11934,-6.61718256475047,2020-04-01,AGO,Angola,87.5293333333333,0,0,0.0196,0,0.56,0,0,0,0,0,2020,4,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,22.56
AGO_2020_5,AGO_2020,-1.19179960407359,0.138088680668327,0.278957735789607,0.457152716775889,-0.203337517512468,-0.346800210299576,0.468238747815103,Angola,AGO,2020,5,Predicted,19195,18218,-977,940,-10333,11240,-5.0898671529044,2020-05-01,AGO,Angola,78.5248387096774,0,0,0.0454193548387097,0,1.656,0,0,0,0,0,2020,5,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,21.1
AGO_2020_6,AGO_2020,-1.19179960407359,0.138088680668327,0.278957735789607,0.457152716775889,-0.203337517512468,-0.346800210299576,0.468238747815103,Angola,AGO,2020,6,Predicted,19489,18749,-740,200,-11412,12296,-3.79701370003592,2020-06-01,AGO,Angola,76.3616666666667,0,0,0.156766666666667,0,5.563,0,0,0,0,0,2020,6,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,18.67
AGO_2020_7,AGO_2020,-1.19179960407359,0.138088680668327,0.278957735789607,0.457152716775889,-0.203337517512468,-0.346800210299576,0.468238747815103,Angola,AGO,2020,7,Predicted,19518,19629,111,311,-11792,13721,0.568705810021519,2020-07-01,AGO,Angola,76.4506451612903,0,0,0.702548387096774,0,24.278,0,0,0,0,0,2020,7,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,18.47
AGO_2020_8,AGO_2020,-1.19179960407359,0.138088680668327,0.278957735789607,0.457152716775889,-0.203337517512468,-0.346800210299576,0.468238747815103,Angola,AGO,2020,8,Predicted,19280,20089,809,1120,-12213,14681,4.19605809128631,2020-08-01,AGO,Angola,78.1835483870968,0,0,1.32035483870968,0,42.319,0,0,0,0,0,2020,8,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,20.3
AGO_2020_9,AGO_2020,-1.19179960407359,0.138088680668327,0.278957735789607,0.457152716775889,-0.203337517512468,-0.346800210299576,0.468238747815103,Angola,AGO,2020,9,Predicted,19040,20130,1090,2210,-11932,16579,5.72478991596639,2020-09-01,AGO,Angola,78.01,0,0,2.11393333333333,0,65.134,0,0,0,0,0,2020,9,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,22.23
AGO_2021_1,AGO_2021,-1.3029311606347,0.0846579285709013,0.209221765369186,0.304995416669306,-0.249227199847991,-0.288849481605273,0.396157234138055,Angola,AGO,2021,1,Predicted,19007,20414,1407,6746,-10203,25470,7.40253590782343,2021-01-01,AGO,Angola,63.3187096774194,0,0,2.12887096774194,0,63.026,0,0,0,0,0,2021,1,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,22.57
AGO_2021_10,AGO_2021,-1.3029311606347,0.0846579285709013,0.209221765369186,0.304995416669306,-0.249227199847991,-0.288849481605273,0.396157234138055,Angola,AGO,2021,10,Predicted,18936,20331,1395,21324,-2123,47770,7.36692015209126,2021-10-01,AGO,Angola,61.0658064516129,0,0,7.82583870967742,6.737,220.573,0,20.06,0,0,0,2021,10,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,23.14
AGO_2021_11,AGO_2021,-1.3029311606347,0.0846579285709013,0.209221765369186,0.304995416669306,-0.249227199847991,-0.288849481605273,0.396157234138055,Angola,AGO,2021,11,Predicted,19004,19584,581,21904,-2499,48475,3.05725110503052,2021-11-01,AGO,Angola,56.6953333333333,0,0,0.869566666666667,5.025,20.651,0,37.87,0,0,0,2021,11,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,22.88
AGO_2021_12,AGO_2021,-1.3029311606347,0.0846579285709013,0.209221765369186,0.304995416669306,-0.249227199847991,-0.288849481605273,0.396157234138055,Angola,AGO,2021,12,Predicted,19011,19792,781,22685,-2695,49818,4.10814791436537,2021-12-01,AGO,Angola,67.9345161290323,0,0,9.76983870967742,3.436,461.517,0,58.72,0,0,0,2021,12,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,22.66
AGO_2021_2,AGO_2021,-1.3029311606347,0.0846579285709013,0.209221765369186,0.304995416669306,-0.249227199847991,-0.288849481605273,0.396157234138055,Angola,AGO,2021,2,Predicted,18969,20768,1799,8546,-9119,28184,9.48389477568665,2021-02-01,AGO,Angola,60.0835714285714,0,0,1.03696428571429,0,28.407,0,0,0,0,0,2021,2,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,22.83
AGO_2021_3,AGO_2021,-1.3029311606347,0.0846579285709013,0.209221765369186,0.304995416669306,-0.249227199847991,-0.288849481605273,0.396157234138055,Angola,AGO,2021,3,Predicted,18982,20372,1390,9936,-9623,30875,7.32272679380466,2021-03-01,AGO,Angola,57.9125806451613,0,0,1.26625806451613,0.347,42.263,0,0,0,0,0,2021,3,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,22.68
AGO_2021_4,AGO_2021,-1.3029311606347,0.0846579285709013,0.209221765369186,0.304995416669306,-0.249227199847991,-0.288849481605273,0.396157234138055,Angola,AGO,2021,4,Predicted,19038,20159,1122,11057,-9487,33643,5.89347620548377,2021-04-01,AGO,Angola,58.0233333333333,0,0,3.66756666666667,1.02,121.978,0,0,0,0,0,2021,4,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,22.35
AGO_2021_5,AGO_2021,-1.3029311606347,0.0846579285709013,0.209221765369186,0.304995416669306,-0.249227199847991,-0.288849481605273,0.396157234138055,Angola,AGO,2021,5,Predicted,19231,21072,1841,12898,-7961,35477,9.57308512297852,2021-05-01,AGO,Angola,40.588064516129,0,0,7.11077419354839,0.516,221.953,0,1.88,0,0,0,2021,5,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,21.06
AGO_2021_6,AGO_2021,-1.3029311606347,0.0846579285709013,0.209221765369186,0.304995416669306,-0.249227199847991,-0.288849481605273,0.396157234138055,Angola,AGO,2021,6,Predicted,19522,20840,1318,14216,-6973,37383,6.75135744288495,2021-06-01,AGO,Angola,48.193,0,0,4.38483333333333,0.739,120.769,0,8.14,0,0,0,2021,6,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,18.98
AGO_2021_7,AGO_2021,-1.3029311606347,0.0846579285709013,0.209221765369186,0.304995416669306,-0.249227199847991,-0.288849481605273,0.396157234138055,Angola,AGO,2021,7,Predicted,19554,21120,1566,15782,-6521,38893,8.00859159251304,2021-07-01,AGO,Angola,56.94,0,0,3.40241935483871,0.093,110.373,0,5.05,0,0,0,2021,7,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,18.55
AGO_2021_8,AGO_2021,-1.3029311606347,0.0846579285709013,0.209221765369186,0.304995416669306,-0.249227199847991,-0.288849481605273,0.396157234138055,Angola,AGO,2021,8,Predicted,19314,21375,2062,17844,-4324,42106,10.6761934348141,2021-08-01,AGO,Angola,56.94,0,0,4.31841935483871,0.475,133.945,0,10.17,0,0,0,2021,8,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,20.59
AGO_2021_9,AGO_2021,-1.3029311606347,0.0846579285709013,0.209221765369186,0.304995416669306,-0.249227199847991,-0.288849481605273,0.396157234138055,Angola,AGO,2021,9,Predicted,19074,21158,2085,19928,-3208,45276,10.9311104120793,2021-09-01,AGO,Angola,63.89,0,0,7.98386666666667,2.987,253.983,0,10.87,0,0,0,2021,9,Africa,35588996,16.8,2.405,1.362,0.581,5819.495,,,,26.664,61.15,23.89,3.94,276.045,22.7
ALB_2020_10,ALB_2020,0.656088085640201,0.67364360219243,-0.208626527268488,-0.113699683345242,0.159025473824743,0.485854428220659,-0.16933774115072,Albania,ALB,2020,10,Reported,2514,3413,899,1794,1210,2407,35.7597454256165,2020-10-01,ALB,Albania,54.63,0,0,76.6217419354839,0,2542.291,170.2,0,13.023,0,0,2020,10,Europe,2842318,38,13.188,8.643,0.795,11803.431,1.1,7.1,51.2,,78.57,104.871,10.08,304.195,13.91
ALB_2020_11,ALB_2020,0.656088085640201,0.67364360219243,-0.208626527268488,-0.113699683345242,0.159025473824743,0.485854428220659,-0.16933774115072,Albania,ALB,2020,11,Reported,2823,5473,2650,4444,3803,5106,93.871767623096,2020-11-01,ALB,Albania,60.3096666666667,0,0,190.138133333333,0,6089.046,107.2,0,19.753,0,0,2020,11,Europe,2842318,38,13.188,8.643,0.795,11803.431,1.1,7.1,51.2,,78.57,104.871,10.08,304.195,9.19
ALB_2020_12,ALB_2020,0.656088085640201,0.67364360219243,-0.208626527268488,-0.113699683345242,0.159025473824743,0.485854428220659,-0.16933774115072,Albania,ALB,2020,12,Reported,3335,4459,1124,5568,4877,6295,33.7031484257871,2020-12-01,ALB,Albania,62.4548387096774,0,0,232.600451612903,0,7083.659,108.3,0,24.656,0,0,2020,12,Europe,2842318,38,13.188,8.643,0.795,11803.431,1.1,7.1,51.2,,78.57,104.871,10.08,304.195,6.52
ALB_2020_3,ALB_2020,0.656088085640201,0.67364360219243,-0.208626527268488,-0.113699683345242,0.159025473824743,0.485854428220659,-0.16933774115072,Albania,ALB,2020,3,Reported,2969,2830,-139,-663,-1018,-309,-4.68171101380936,2020-03-01,ALB,Albania,58.5709677419355,0,0,3.63283333333333,0,85.493,121.8,0,0.536,0,0,2020,3,Europe,2842318,38,13.188,8.643,0.795,11803.431,1.1,7.1,51.2,,78.57,104.871,10.08,304.195,7.79
ALB_2020_4,ALB_2020,0.656088085640201,0.67364360219243,-0.208626527268488,-0.113699683345242,0.159025473824743,0.485854428220659,-0.16933774115072,Albania,ALB,2020,4,Reported,2719,2562,-157,-820,-1214,-406,-5.77418168444281,2020-04-01,ALB,Albania,86.665,0,0,6.29936666666667,0,186.468,355.2,0,2.309,0,0,2020,4,Europe,2842318,38,13.188,8.643,0.795,11803.431,1.1,7.1,51.2,,78.57,104.871,10.08,304.195,11.04
ALB_2020_5,ALB_2020,0.656088085640201,0.67364360219243,-0.208626527268488,-0.113699683345242,0.159025473824743,0.485854428220659,-0.16933774115072,Albania,ALB,2020,5,Reported,2576,2561,-15,-835,-1266,-372,-0.582298136645963,2020-05-01,ALB,Albania,87.4216129032258,0,0,3.85229032258065,0,128.064,632.9,0,2.266,0,0,2020,5,Europe,2842318,38,13.188,8.643,0.795,11803.431,1.1,7.1,51.2,,78.57,104.871,10.08,304.195,15.54
ALB_2020_6,ALB_2020,0.656088085640201,0.67364360219243,-0.208626527268488,-0.113699683345242,0.159025473824743,0.485854428220659,-0.16933774115072,Albania,ALB,2020,6,Reported,2549,2526,-23,-859,-1336,-363,-0.902314633189486,2020-06-01,ALB,Albania,70.466,0,0,14.728,0,491.853,247.4,0,3.134,0,0,2020,6,Europe,2842318,38,13.188,8.643,0.795,11803.431,1.1,7.1,51.2,,78.57,104.871,10.08,304.195,18.28
ALB_2020_7,ALB_2020,0.656088085640201,0.67364360219243,-0.208626527268488,-0.113699683345242,0.159025473824743,0.485854428220659,-0.16933774115072,Albania,ALB,2020,7,Reported,2661,3076,415,-444,-931,62,15.5956407365652,2020-07-01,ALB,Albania,63.8567741935484,0,0,30.0705161290323,0,964.354,152.6,0,4.69,0,0,2020,7,Europe,2842318,38,13.188,8.643,0.795,11803.431,1.1,7.1,51.2,,78.57,104.871,10.08,304.195,22.28
ALB_2020_8,ALB_2020,0.656088085640201,0.67364360219243,-0.208626527268488,-0.113699683345242,0.159025473824743,0.485854428220659,-0.16933774115072,Albania,ALB,2020,8,Reported,2582,3516,934,491,-44,1053,36.1735089078234,2020-08-01,ALB,Albania,58.1254838709678,0,0,47.4737419354839,0,1490.682,150.9,0,7.513,0,0,2020,8,Europe,2842318,38,13.188,8.643,0.795,11803.431,1.1,7.1,51.2,,78.57,104.871,10.08,304.195,23.15
ALB_2020_9,ALB_2020,0.656088085640201,0.67364360219243,-0.208626527268488,-0.113699683345242,0.159025473824743,0.485854428220659,-0.16933774115072,Albania,ALB,2020,9,Reported,2411,2815,404,894,342,1477,16.7565325591041,2020-09-01,ALB,Albania,54.63,0,0,48.2503333333333,0,1455.151,185.6,0,8.828,0,0,2020,9,Europe,2842318,38,13.188,8.643,0.795,11803.431,1.1,7.1,51.2,,78.57,104.871,10.08,304.195,19.82
ALB_2021_1,ALB_2021,0.785169692754676,0.687226393387755,-0.278235707773572,-0.0960718061346807,0.284946056320368,0.526057315965645,-0.273110113271579,Albania,ALB,2021,1,Reported,3598,4263,665,6233,5515,6985,18.4824902723735,2021-01-01,ALB,Albania,58.9932258064516,0,0,212.557741935484,0.025,6970.017,153.3,0,33.484,0,0,2021,1,Europe,2842318,38,13.188,8.643,0.795,11803.431,1.1,7.1,51.2,,78.57,104.871,10.08,304.195,4.46
ALB_2021_10,ALB_2021,0.785169692754676,0.687226393387755,-0.278235707773572,-0.0960718061346807,0.284946056320368,0.526057315965645,-0.273110113271579,Albania,ALB,2021,10,Reported,2704,3634,930,11839,10772,12791,34.3934911242604,2021-10-01,ALB,Albania,44.44,0,0,174.7,2.491,5336.842,209.6,656.62,35.529,0,0,2021,10,Europe,2842318,38,13.188,8.643,0.795,11803.431,1.1,7.1,51.2,,78.57,104.871,10.08,304.195,12.02
