nrounds,max_depth,eta,gamma,colsample_bytree,min_child_weight,subsample,RMSE,Rsquared,MAE,RMSESD,RsquaredSD,MAESD
50,3,0.05,5,1,0,1,8.4214010862331,0.658855245579559,6.40907096245554,6.07082684964713,0.268418222673955,3.97665105718971
50,3,0.05,1,1,0,1,7.24874234426623,0.611020308627841,5.69046267517408,3.48003883125888,0.250744880321554,2.49451821239117
50,3,0.05,1,1,0,1,7.37358508001736,0.651464040131554,5.65511042499542,5.76957941207111,0.310473648297111,3.61298192472016
50,3,0.05,1,1,0,1,7.24794362756376,0.522453759613965,5.38408265071445,3.04604202525837,0.299665241892922,1.89821655910855
50,3,0.05,5,1,0,1,7.43343190127186,0.694993122770845,5.77457288784451,5.63986559368043,0.28154665264154,3.84508776076424
50,3,0.05,5,1,0,1,7.53385475952829,0.659651888711228,5.55785437896517,5.11924319596293,0.236572362182613,2.8856869926077
50,3,0.05,5,1,0,1,7.46262776582066,0.697600723358131,5.56459319469664,5.3119730880325,0.291063427785141,3.24354721772801
50,3,0.05,0,1,0,1,7.328710213147,0.607434432556248,5.52940006425646,5.27117151034224,0.330515768932781,2.94183989289898
50,3,0.05,0,1,0,1,8.77115605797217,0.600317255068923,6.69910107302666,6.0869345723106,0.333328933394587,4.11769026582898
50,3,0.05,5,1,0,1,8.39813129642146,0.637720940125573,6.18715601150195,5.70570798839127,0.294834086323862,3.01082226842171
50,6,0.05,1,1,0,1,8.83870676496792,0.617380034861185,6.51487078669336,6.92833069592213,0.323042286384815,3.88201254086242
50,6,0.05,0,1,0,1,8.05188286569434,0.630306352274182,5.96609305782451,5.3084985646116,0.291014427955915,3.20531079035988
50,6,0.05,5,1,0,1,8.05641446053853,0.622369712108101,6.25212689386805,5.67746675467042,0.272608516766939,3.60780692387417
50,3,0.05,5,1,0,1,8.28680932318946,0.718725740807714,6.22203625896242,5.8703859044315,0.294688313365587,3.48708974518166
50,3,0.05,1,1,0,1,8.55548387945933,0.556263459945544,6.33070706632402,5.54352167721671,0.320877546274488,3.24706437824268
50,3,0.05,1,1,0,1,7.45544224703622,0.657068395735849,5.47288960043589,4.46324079915986,0.296863997480045,2.25479186740149
50,3,0.05,0,1,0,1,8.22446191810783,0.577538606778489,6.02332646618949,5.60753166640974,0.31919266994759,3.3217106461618
50,3,0.05,5,1,0,1,7.16390963436909,0.575545318527715,5.69570944775475,3.63361374570464,0.302791256404694,2.88224221880774
50,3,0.05,0,1,0,1,7.01978399049867,0.614477540137274,5.54767150990168,4.10555617811239,0.311080919417009,3.15612640547257
50,3,0.05,5,1,0,1,6.58156145788709,0.655576298327573,5.29960086737739,3.98291907007294,0.26270146702492,3.08983547822503
50,3,0.05,1,1,0,1,6.91583017298345,0.607513609247776,5.3469775636726,3.68292241729766,0.287329320514481,2.4758755732033
50,3,0.05,0,1,0,1,8.30783692714969,0.612755401284132,6.20007863749398,5.95291073906664,0.321068366726573,3.70189651313251
50,3,0.05,0,1,0,1,8.76865830717577,0.612117406273977,6.51969548649258,5.8195032497584,0.306565506838852,3.54889334530299
50,3,0.05,5,1,0,1,8.08649141072877,0.650154714125745,6.2210500453843,5.68389795530298,0.272432329467731,3.45383954156446
50,3,0.05,5,1,0,1,8.08698754050469,0.595018438728486,6.06341373878055,5.81599185707574,0.350011765836021,3.22310114552067
50,3,0.05,5,1,0,1,8.52303011614755,0.591714885095707,6.28058479502466,5.09547442445044,0.301641692278808,2.84460259987648
50,3,0.05,0,1,0,1,8.54731269759676,0.554191783220737,6.47756860367457,5.53023298001086,0.310930730019477,3.3733173524231
50,3,0.05,1,1,0,1,7.77725863594775,0.660673839273346,5.8696380162504,5.47810779842666,0.29473472118347,3.58289420322239
50,3,0.05,0,1,0,1,8.54919774965998,0.565901445286606,6.50285445944468,5.89669100522606,0.306801993159421,3.3810751914842
50,3,0.05,1,1,0,1,8.24301005076076,0.671409178710345,6.01434415830506,5.53882222216122,0.246522281001403,2.92570784555553
50,3,0.05,5,1,0,1,7.76243443373885,0.574577539271696,5.71438150278727,4.84465382450001,0.333249819019838,2.79066586530453
50,3,0.05,5,1,0,1,7.56961513608901,0.673432732240245,5.72797611241871,5.49876586261231,0.29790942915901,3.20615049482841
50,3,0.05,1,1,0,1,8.06451959186031,0.640457769227928,6.22206257883708,5.35619666865818,0.270297101071641,3.48314767455517
50,3,0.05,1,1,0,1,7.50199335064603,0.657009142895227,5.81186846076118,5.84714516492046,0.273079936184784,3.80447047632593
50,3,0.05,1,1,0,1,8.1083327879141,0.633719328137067,6.16474273109436,5.71334957293652,0.32205299472701,3.45313929525387
50,3,0.05,0,1,0,1,8.02126992391394,0.608005456799311,5.93906194946501,6.56402387111937,0.311408103197769,3.95920955956842
50,6,0.05,1,1,0,1,8.11261332143448,0.539072676734043,6.15279803525077,5.5874520359447,0.297101858551449,3.31173497887299
50,3,0.05,1,1,0,1,8.00859331085311,0.665373669298918,6.03623717970318,5.17798367576139,0.300146971710388,2.91120522229201
50,6,0.05,0,1,0,1,7.68239602521039,0.664239616599402,5.95587971128689,5.13865129923729,0.303984182476946,3.36648279620113
50,3,0.05,1,1,0,1,7.68034768888465,0.622939405798567,5.94086139848497,5.63835401825018,0.294174411426062,3.64430853125727
50,3,0.05,5,1,0,1,7.78868987827543,0.633186853815741,5.65599429273605,5.88991810198585,0.324980580510044,3.57605333650182
50,6,0.05,0,1,0,1,7.27942940156954,0.644397381932012,5.51141153997183,5.83654804426655,0.307860687367441,3.21122174515273
50,3,0.05,5,1,0,1,8.12778984163491,0.678639948769586,6.09848327366511,6.50268064643866,0.288402932130964,4.12517922896367
50,3,0.05,1,1,0,1,8.03838973079932,0.594957230508694,6.21336854354541,5.84860528912925,0.30181520711294,3.69750688292251
50,3,0.05,1,1,0,1,7.62688420773798,0.643023215138229,5.71671517589357,5.54938230997477,0.312506678578369,3.29665728849324
50,3,0.05,0,1,0,1,7.41019646615042,0.638334206703464,5.6681186381446,5.80830210217124,0.313266715234244,3.73674523573202
50,3,0.05,0,1,0,1,8.26068368184734,0.569335349736876,6.19989915180206,5.89291841488408,0.280548706475676,3.53442406813481
50,6,0.05,5,1,0,1,7.4409521543406,0.558907152836804,5.75758873429563,3.07451917120806,0.309880024537736,2.26778293907249
50,3,0.05,1,1,0,1,7.3072955601949,0.636460065042015,5.43991368810336,5.2849121736852,0.287713622152975,3.15820479620511
50,3,0.05,0,1,0,1,7.60237526999348,0.667627585114923,5.71554151784049,6.08202154235287,0.288679735314656,3.90483721269303
50,3,0.05,0,1,0,1,8.4668186596715,0.563751197179464,6.34759824387233,5.75464278229724,0.33711664368869,3.59418592761741
50,3,0.05,1,1,0,1,8.15912694878565,0.614043353650362,6.12941285681725,5.76754167816184,0.329006831164858,3.23492101364127
50,3,0.05,1,1,0,1,8.03602113859442,0.671605189827793,5.90896013326115,4.87581982174339,0.256503721187353,2.88360195858975
50,3,0.05,0,1,0,1,7.60535131513518,0.622458872301241,5.59335568200217,5.08110111429563,0.297038282364811,2.92328343403105
50,3,0.05,5,1,0,1,8.42971316018834,0.556986326529168,6.38457569588555,5.12294427519714,0.351655064245249,3.14859599621653
50,3,0.05,1,1,0,1,6.79836750761268,0.64259695851311,5.40877945804596,4.37832101219349,0.277198293937609,3.06549205556815
50,3,0.05,5,1,0,1,7.76993888092463,0.600395289715009,5.80090648831262,4.97193179382539,0.323893972039792,3.00584322565245
50,3,0.05,1,1,0,1,7.99730098507026,0.666442342130608,5.98391419948472,4.93311196198864,0.259181959671821,2.77507138713795
50,3,0.05,0,1,0,1,7.49957692490993,0.576020212715891,5.83580843615532,3.57021361498631,0.336830374790123,2.36993627359009
50,3,0.05,0,1,0,1,8.3147444245909,0.561128024684538,6.18310550774468,5.6709196703705,0.328348800632877,3.15614347665076
50,6,0.05,1,1,0,1,7.29023450568092,0.641466487953816,5.66449429755078,3.29944179104833,0.283358018507575,2.26124046205697
50,3,0.05,5,1,0,1,6.53945787961946,0.670509523068507,5.15700268316269,3.49421216486124,0.262056737201224,2.52612731108359
50,6,0.05,5,1,0,1,7.68201263915162,0.635188905899308,5.57917983606292,6.39748256893565,0.315804350934731,3.69539477203859
50,3,0.05,0,1,0,1,7.77756972541831,0.621394380580533,6.10848213259379,5.15742371263808,0.297936504271143,3.44471317770663
50,3,0.05,0,1,0,1,7.44220970372582,0.696928573283543,5.7760319633219,5.27309835985439,0.272136427381432,3.23598456832884
50,3,0.05,0,1,0,1,7.96826890190062,0.638723133510053,5.95612678220537,5.86220259220616,0.298675478629054,3.43793219990191
50,3,0.05,5,1,0,1,7.298242625804,0.639111920645876,5.71460107896063,6.0968803223062,0.292102342595058,4.24888988887331
50,3,0.05,5,1,0,1,7.52763544083661,0.681376641472696,5.85957221576903,5.46053073135704,0.233101999282882,3.39468403566118
50,6,0.05,0,1,0,1,8.55563414795003,0.553090079346271,6.31312705218792,5.41442821127454,0.315629212739057,3.24891805553931
50,3,0.05,5,1,0,1,7.28415323127896,0.639022077573588,5.45194126351674,5.23568885229624,0.29505821747423,3.05569540850626
50,3,0.05,5,1,0,1,7.06155517272023,0.689150937200908,5.5108964671029,4.75700819367698,0.295450305665226,3.06676657263029
50,3,0.05,5,1,0,1,8.09057400936542,0.626039409929574,5.99934789874819,5.80070956250226,0.269935113559,3.17639949046126
50,3,0.05,0,1,0,1,8.05948955346898,0.626158301937318,6.19996306996875,4.8789035671424,0.29625507113799,2.98472172686193
50,3,0.05,5,1,0,1,7.87311961647845,0.564140019228257,6.02037820593516,4.74812545006485,0.349537804416895,2.58966833969112
50,3,0.05,0,1,0,1,8.2312409862451,0.622653765673852,6.17483517042796,5.98636349697626,0.311559841367317,3.22559003971967
50,3,0.05,5,1,0,1,6.98647744866805,0.62339017879293,5.39810640788078,3.45193977765976,0.247305279776396,2.55682750277813
50,3,0.05,0,1,0,1,8.2417713318546,0.606828180219547,6.09834794550472,4.67775900937105,0.349723828765287,2.65733634302913
50,6,0.05,1,1,0,1,8.17841609486683,0.637650987249911,6.08433071155349,5.60644624831922,0.337329048711702,3.66687470262235
50,3,0.05,1,1,0,1,7.2369116104467,0.637228944880614,5.36231991232766,4.88344274137201,0.326026256605994,2.88667317365558
50,3,0.05,5,1,0,1,8.12404372233357,0.670187971918318,6.17902422210905,5.07659270410422,0.278655736477831,3.16766589556264
50,6,0.05,0,1,0,1,7.96301347063127,0.606821123173763,5.97327601028813,5.9887745702459,0.293968338690904,3.48782969510509
50,3,0.05,5,1,0,1,6.86087271685117,0.638381351633818,5.36630183802711,3.45062594077326,0.284026259034956,2.36555336590142
50,3,0.05,5,1,0,1,8.22806671913504,0.597491706446268,6.238474710385,4.88714129447796,0.301008013242635,2.97469863985324
50,3,0.05,1,1,0,1,7.90362168432047,0.643320941346093,5.96196393288506,5.66532232253492,0.298866703636384,3.47788195454155
50,6,0.05,5,1,0,1,7.9683929878231,0.570485199703465,6.0679572802186,5.09925973333006,0.27786046899823,3.22042299459
50,3,0.05,0,1,0,1,7.73392863016616,0.533290589719963,6.08555529665947,3.64431199425609,0.302793696310612,2.83153583705886
50,3,0.05,0,1,0,1,7.68550599365126,0.718691798458801,6.0451929289235,5.88295594165665,0.246337330697723,3.93106629163849
50,3,0.05,5,1,0,1,6.97470410276714,0.619844307489671,5.39943605687883,5.30506768931078,0.33881324695464,3.23581849503909
50,3,0.05,1,1,0,1,8.68434903805068,0.592869847390032,6.60067990268601,5.72579633527223,0.290261462206556,3.45412631365962
50,3,0.05,1,1,0,1,8.01476400721917,0.600401958985466,6.15621747382482,5.98246827773659,0.321307048915862,3.64515284702407
50,3,0.05,5,1,0,1,8.3566269342361,0.564150949442649,6.47345314955711,6.00105641779522,0.263471343110025,4.23889471836183
50,6,0.05,0,1,0,1,6.96742427642148,0.594412107351276,5.45930170241661,3.45312277732333,0.324789072628917,2.67467713803393
50,3,0.05,0,1,0,1,8.13574657585394,0.580921650305035,6.02064470948113,4.78965314376818,0.3068923417688,2.77317681639045
50,3,0.05,0,1,0,1,8.13235354850475,0.601709515144834,6.36932744328181,5.74100813045672,0.293454977446829,3.44557681366394
50,3,0.05,1,1,0,1,8.30877778838464,0.475791183486422,6.25546853229735,5.6426706043478,0.324525375633998,3.22816386892005
50,3,0.05,1,1,0,1,8.67746435754023,0.649297094356315,6.44179793077045,5.68531687942076,0.277700606062763,3.36566238679221
50,3,0.05,5,1,0,1,8.47169931633708,0.559917970360781,6.33062062022421,5.42925755521035,0.310872508149054,3.36684500980174
50,3,0.05,0,1,0,1,7.33116637910909,0.61292216233976,5.72521646942033,3.49597556092041,0.280939954428161,2.38633480541184
50,6,0.05,1,1,0,1,8.52969695417037,0.588237131295211,6.28210995255576,6.14482664726085,0.282712741575842,3.40059569053776
50,3,0.05,5,1,0,1,7.47782029915254,0.628022707711154,5.7009745517042,6.23758514977059,0.285188183574534,3.58118807742431
50,3,0.05,1,1,0,1,7.41719189854241,0.638331562679862,5.69963515912162,4.56658766908703,0.292224785375194,2.80195089934669
50,3,0.05,0,1,0,1,6.53714879038819,0.632913450809158,5.0031957186593,3.24778254647445,0.322444844807455,2.15576828207323
50,6,0.05,0,1,0,1,8.69813697710512,0.58425478028555,6.31324142432792,5.06354052487114,0.298386729679518,3.02506842960292
50,3,0.05,1,1,0,1,8.0971298174436,0.641148638262623,6.16786446444194,5.69970081038707,0.268985043957327,3.18096672167858
50,3,0.05,1,1,0,1,8.22869857089636,0.597513198112569,6.18765958182017,5.49244806462873,0.316601349073544,3.15070689679537
50,3,0.05,0,1,0,1,7.54063070810179,0.688802791636421,5.68345962646272,5.14148792037678,0.26392183357618,2.88857197331532
50,6,0.05,1,1,0,1,8.45078095391792,0.603676639337327,6.23192418297297,5.47474457668143,0.267467835463498,3.17716850779305
50,6,0.05,1,1,0,1,8.09228088593055,0.602621128094098,6.08063936840163,5.41823227519611,0.33408341058928,3.43600219213166
50,3,0.05,0,1,0,1,7.76279304317042,0.573990079474879,6.03425041262309,4.82549198833435,0.360532482965059,2.97519823319907
50,6,0.05,1,1,0,1,7.81099139743593,0.649015541853899,5.97397291192744,5.64878228062998,0.259948101068764,3.71693628702983
50,3,0.05,5,1,0,1,8.22107784345893,0.591170706427279,6.29883989254634,5.10580929693212,0.323266730197172,3.07557303324238
50,3,0.05,5,1,0,1,8.15601076440824,0.624266846944926,6.0312129339642,5.71062575149729,0.311088197261166,3.06361522348424
50,3,0.05,0,1,0,1,7.60618280890446,0.599978403584989,5.78539488172531,5.9750855551579,0.307835033193339,3.77334152984956
50,3,0.05,1,1,0,1,6.92320199417066,0.580972496668554,5.43283684364955,2.88125243760239,0.307910832897609,2.14767480562162
50,3,0.05,5,1,0,1,8.11418487337422,0.567165683030681,6.18989732599258,5.4758714126644,0.320431663880633,3.70376323989263
50,3,0.05,0,1,0,1,8.2246205939977,0.656942559474349,6.29002814292908,5.38157236576532,0.302578321685037,3.53931209311652
50,3,0.05,5,1,0,1,7.51951941446958,0.548596011291109,5.83119549576442,3.54818453070798,0.365882896718538,2.61022063275364
50,3,0.05,0,1,0,1,6.82082133069348,0.694173324212543,5.4983982363277,3.81210523886091,0.269337942164155,3.10019961202118
50,3,0.05,5,1,0,1,8.26486556658854,0.620871081361427,6.28205541525947,5.76334365715511,0.288694656886611,3.51350453667031
50,3,0.05,1,1,0,1,8.08740560624787,0.615933968729029,5.96145326889886,5.0919168347635,0.276720648475676,2.94174651957228
50,6,0.05,1,1,0,1,9.07449568540783,0.50605082459034,6.68046493561069,8.80678651888855,0.339231611625184,5.86131559873121
50,3,0.05,0,1,0,1,7.66176819144715,0.636471689719969,5.88611641163296,5.24434141627684,0.315284518890379,3.34504730034986
50,3,0.05,0,1,0,1,7.72791436630857,0.567025724760553,5.78823502794902,5.49211414927827,0.327604711606978,3.59728790594304
50,6,0.05,1,1,0,1,8.0529198682197,0.522010907714544,6.16285876912541,6.46645596705097,0.308990774844356,3.92440281454999
50,3,0.05,5,1,0,1,8.31681226863934,0.640647601268826,6.12579785225127,5.53235691220071,0.29724679144159,2.98896949263826
50,3,0.05,0,1,0,1,8.22954047146915,0.590552054177372,6.1602605480618,5.70176007857101,0.284613520419376,3.19445776280347
50,3,0.05,0,1,0,1,8.83648116448307,0.644532800269088,6.48915597870615,6.31452780067215,0.285769473613619,3.53420336656
50,3,0.05,1,1,0,1,6.7043113466505,0.620597842391571,5.31248048477703,3.27995698568927,0.259936708560068,2.39982387000012
50,3,0.05,1,1,0,1,8.48451543825651,0.626833912034559,6.45717711787754,6.07639613109598,0.323318063466372,3.88300547698995
50,3,0.05,0,1,0,1,7.21114245774293,0.676650277065539,5.56265589351124,3.56544418737275,0.238946452832493,2.71554865596169
50,3,0.05,1,1,0,1,7.64363377099646,0.607667971759248,5.70672026407719,3.60513073696964,0.346362860992343,2.3069098797584
50,3,0.05,0,1,0,1,8.43428674147154,0.614738806281265,6.36562594755491,6.00151206757206,0.314339409181971,3.82284830836801
50,3,0.05,0,1,0,1,7.66951517627192,0.620792101752015,5.60456901333067,5.82426461631144,0.287352323108765,3.40873020362423
50,3,0.05,0,1,0,1,8.17598382130518,0.656909337312486,6.06483571720123,6.37374620699108,0.316219587106882,3.95738091522307
50,3,0.05,0,1,0,1,7.63633797510366,0.662706602278774,5.75912420728472,4.66220961864175,0.31227873225506,2.74271029225028
50,3,0.05,1,1,0,1,7.8103125437046,0.528219466678237,5.84458376548025,5.23281789374549,0.343937688396607,2.91939094019362
50,3,0.05,1,1,0,1,7.3518417840365,0.63593857108186,5.56834506554074,4.97115010806732,0.311848599858371,3.3184554620329
50,3,0.05,5,1,0,1,8.06546927223783,0.627401808564939,6.0508235774835,4.82312574769609,0.305775238873678,2.78826471943963
50,3,0.05,5,1,0,1,6.91169094330098,0.617591161073056,5.25531659801801,3.92244589264956,0.314897840719156,2.6378505259981
50,3,0.05,5,1,0,1,8.32032527060736,0.606364760573466,6.29968086542024,5.7294305273982,0.338301824096295,3.34800924321627
50,3,0.05,5,1,0,1,7.84611790252275,0.603030820768285,5.97187528734737,5.98819041258339,0.293740697370034,3.52436428799619
50,3,0.05,0,1,0,1,8.03996458650803,0.607416252661622,6.12099924315347,4.93755843886438,0.321981942968768,2.79915929578526
50,3,0.05,0,1,0,1,6.72820076842806,0.674615502489247,5.38764528658655,3.8478352613393,0.243829660738141,2.88559965700782
50,3,0.05,5,1,0,1,7.4006598648554,0.640024861135195,5.63653773736954,5.19188382150315,0.316743259572056,3.39153141788519
50,3,0.05,1,1,0,1,9.03401852071346,0.556804261812789,6.66190124607086,5.5646731433442,0.340771956916461,3.18259164618498
50,6,0.05,5,1,0,1,7.74035789793611,0.62667309251689,5.60529115626547,5.9330283272482,0.283101785190173,3.00374380929587
50,3,0.05,5,1,0,1,8.45628085525568,0.587474660602695,6.33252430627081,5.50200832782103,0.323615810978318,3.29390632254586
50,3,0.05,5,1,0,1,7.72140629726084,0.575453192500545,5.96663208383984,5.83878749206884,0.311076057660518,3.97680936913233
50,3,0.05,5,1,0,1,7.25667793795568,0.563884169954933,5.44161810382207,3.84435981989029,0.30177660908488,2.76647964643551
50,3,0.05,1,1,0,1,8.43753082789383,0.604456963706243,6.47402329587936,6.53093495636858,0.344325062361576,4.28749764585107
50,3,0.05,5,1,0,1,6.77092172108665,0.684990355211083,5.41895557318793,3.21257389070847,0.268998551962632,2.47572744415325
50,3,0.05,5,1,0,1,8.24046351036045,0.611007594358995,6.15381827545166,4.90043103389872,0.357697001272929,2.87711235117144
