nrounds,max_depth,eta,gamma,colsample_bytree,min_child_weight,subsample,RMSE,Rsquared,MAE,RMSESD,RsquaredSD,MAESD
294,6,0.027350319982972,5.73912301333621,0.517178071010858,3,0.684797371912282,9.54243060558739,0.563938954554307,7.39598756975598,7.50766628116279,0.295406475652961,5.35826492990806
870,10,0.0163035100840498,7.51005599508062,0.4684913655743,8,0.65538743743673,8.75023804384419,0.568236389836369,6.67054657269186,5.40404836369744,0.304136136580757,3.09525987178511
773,5,0.342970289880177,9.40887332428247,0.586096088401973,2,0.717666771204677,9.60180304295264,0.403647185484133,7.44464017822345,4.11200309247909,0.247116487892338,2.9528610509874
138,10,0.547486516533652,1.62764761596918,0.349900022521615,5,0.949175841349643,9.90376104097489,0.358582649492785,8.27267560639646,7.46253247666886,0.333216486603045,5.82519572253004
499,1,0.36785853540292,9.98888513073325,0.519425161462277,1,0.699915668868925,10.6345731761187,0.419548539269831,8.23388070385655,6.27509185788161,0.31300205147359,3.65209208164727
279,7,0.0920535252080299,8.08935902779922,0.450489215087146,2,0.463161219784524,10.0212303528458,0.397603982665969,7.53509819564555,5.53529929720402,0.331976387725252,3.27500195965637
235,9,0.0181049996353686,3.76411765115336,0.447310301475227,18,0.700720595254097,8.84127091780518,0.544765727549697,6.67066159767575,6.02313774511725,0.289528267712941,3.73038571846228
390,9,0.151899010549067,4.49504668125883,0.377390560228378,15,0.317203722486738,11.7712865616952,0.315519324990653,9.09476908385754,6.4487329948244,0.269389835027371,4.04791311534763
462,10,0.0180852128202096,9.93128800531849,0.498250851407647,20,0.943649341410492,8.71752228402731,0.483465614844275,6.52506802484724,6.32479470541562,0.294973173473737,3.90566303796515
937,4,0.236515490767779,1.12684140214697,0.310000339429826,17,0.596044895704836,10.3683938625635,0.4427535217306,8.03903943294287,5.88542272348963,0.365341172807082,3.82414299107923
775,5,0.00688951409654692,7.12488651508465,0.536092121619731,1,0.324109035194851,10.3018736597762,0.372034851563406,7.93346657148997,5.8971385637138,0.307436694618048,3.51226426390976
977,7,0.190386347002117,6.82508055353537,0.412081070337445,5,0.742242984531913,9.12757749607197,0.479106251785244,6.97451828371154,5.05131236737085,0.297421084581616,3.43114047130015
870,3,0.35062810016796,2.89068031357601,0.58339322861284,6,0.938399969192687,9.87798873934171,0.484686824972098,7.53615822815895,6.09306861943687,0.340881583208769,3.62459524293204
896,9,0.0958227443241049,3.28806393779814,0.317904942203313,7,0.486614492954686,10.712326161401,0.36664666400434,8.22271821039253,5.90195854357192,0.324368727598074,3.89188527441806
201,8,0.128160078773508,5.08413270581514,0.308050665259361,7,0.411875390971545,9.76638300584546,0.394726412358579,7.51538085798423,6.09367899483756,0.345953162942589,3.41095845397332
863,5,0.126086013556458,3.79201001254842,0.556726498529315,17,0.445990178326611,11.0078212134449,0.363954632111296,8.96516363388962,5.8933371461444,0.313124712294201,3.95303510251918
525,2,0.154286399222678,6.68374308384955,0.586738370452076,16,0.707927409908734,8.87316243646331,0.427385153987587,7.12626948063572,3.95140573162605,0.301820453147971,3.15911265025094
